title,author,genre,specific_genre,content,source,likes,comments
Từng Khắc,Nghĩa Võ,bảy chữ,,"Từng giờ từng phút từng giây<
>Ta ngồi đong đếm những ngày trôi qua<
>Thời gian như kẻ không nhà<
>Âm thầm làm trộm băng qua cuộc đời<
>Dung nhan họa nét tả tơi<
>Đôi môi một thuở hay cười cũng thôi<
>Bàn tay điểm vết đồi mồi<
>Bao điều vội nắm cũng trôi theo dòng<
>__TN__<
>ĐÁP:<
>Luân chuyển<
>Ơi hỡi, đồng sâu, hỡi đồng sâu<
>Tóc má lắm sương, mạ thấm màu<
>Chiều nghiêng nắng đổ lên vai tía<
>Lấp lánh phù Sa, lúa xanh màu<
>Ai hỏi thời gian màu gì đó<
>Anh sẽ trả lời bóng của ba<
>Đâu đó áng mây trên tóc mẹ<
>Và cả con đường của chính ta<
>Quá khứ không mất đi đâu cả, chỉ là nó được thời gian lặng lẽ giữ gìn mà thôi. Có lẽ là trong vài dòng nhật ký, cũng có thể là trong tim của một người đã rất Thương.",https://www.facebook.com/groups/486407735098594/,0,0
Trương Lưu Thủy .,Binh Tran,lục bát,,"Bạc phận hồng nhan một kiếp người<
>Trường lưu thủy lệ mãi tuôn rơi<
>Nghĩa cũ tình xưa còn đâu nữa<
>Thuyền đành bỏ bến chạy xa khơi<
>Một mảnh đời chơi vơi chới với<
>Dáng ngọc thân ngà lỡ bước sa<
>Phú quý vinh hoa... dòng lệ cạn<
>Tiếc cho đời... Ta tiếc thân ta....<
>Bính Trần",https://www.facebook.com/groups/486407735098594/,5,0
Vịnh Cổ,Binh Thuan Vo Nguyen,lục bát,,"NHÂN SAY<
>BTVN<
>Thơ ta viết giữa đời lặng lẽ<
>Dép ai quăng xin nhẹ tay dùm<
>Thiên cổ thi nhân say mộng ảo<
>Hậu thế ai cười mặc kệ ai.<
>Gác bút nghiêng soi bóng nguyệt tà<
>Tiếng cười vang vọng khắp gần xa<
>Trần gian vạn nẻo tâm không vướng<
>Thế sự nghìn thu ý chẳng nhòa.<
>Chân bước phong vân đời tự tại<
>Tay vung nhật nguyệt chí bao la<
>Mai sau hậu thế truyền danh tính<
>Một thuở còn vang rạng sử nhà.",https://www.facebook.com/groups/486407735098594/,2,0
Sắc Chuối,Binh Thuan Vo Nguyen,lục bát,,"TỰ TẠI<
>BTVN<
>Tay đưa nhát dao sắc lẹm<
>Chuối rơi vun vút từng khoanh<
>Chiều tàn vương mùi rơm rạ<
>Mồ hôi mặn chát hoàng hôn.<
>Thơ tình chắc còn đi lạc<
>Nên chưa ghé tới mái chòi<
>Chỉ nghe ve kêu nát ruột<
>Với người ngồi thở ngược xuôi.<
>Đời người như thể thân cây chuối<
>Lột vỏ băm vằm cũng xong xuôi<
>Thôi thì cứ giữ lòng tươi rói<
>Mặc kệ đời xoay cứ mỉm cười.<
>Băm chuối nuôi thân rèn cái chí<
>Đường trần vạn dặm cũng bằng không<
>Cơm chiều dẫu muộn nhưng thanh thản<
>Chẳng lụy hư vinh chẳng bận lòng!<
>Đêm xuống gió luồn qua ngõ nhỏ<
>Tiếng côn trùng rỉ rả ngoài sân<
>Một ngày lấm láp phong trần<
>Đổi bằng giấc ngủ rất gần rất quê.",https://www.facebook.com/groups/486407735098594/,5,2
Lính Là Thế.,Trịnh Văn Cạnh,bảy chữ,,"Những người lính trẻ thật là oai<
>Thân thiện đẹp trai lại có tài<
>Quân phục nhuốm xanh màu núi đá<
>A. Ka bốn bảy Khoác trên vai.",https://www.facebook.com/groups/486407735098594/,4,0
Bên dòng sông Lam,Tạ Thăng Hùng,bảy chữ,,"Chiều chiều em ra ngắm dòng Lam<
>Nghe câu hát ru bên bồi, bên lở<
>Bao thương nhớ từ buổi đầu bỡ ngỡ<
>Bồi hồi trăng tỏ sáng lòng sông.<
>Đã lâu rồi anh có biết hay không<
>Dù mưa nắng bên sông em vẫn đợi<
>Thuyền anh đó trở về trong nắng mới<
>Dạt dào con sóng vỗ dòng Lam.<
>Xứ Nghệ ân tình biết mấy yêu thương<
>Sông Lam mãi một dòng xanh chảy<
>Như tình ta nồng nàn bỏng cháy<
>Bên dòng Lam thơ mộng sớm chiều.<
>Nghe câu hò càng thêm nhớ thêm yêu<
>Em mong ước ngàn đời bên nhau mãi<
>Mà lâu lắm anh vẫn chưa trở lại<
>Em nguyện làm bên lở đợi chờ anh.",https://www.facebook.com/groups/486407735098594/,7,0
Trời  Hạ,Tuấn BE Trần,năm chữ,,"Ngôi sao khuya<
>Sáng thêm trong đêm tối<
>Mơ ngọc ngà<
>Mãi gọi giấc mơ hoa<
>Dù thoáng qua<
>Màn đêm thêm tan vỡ<
>Mùa Hạ lỡ<
>Buồn như cỏi trời mơ<
>Đời lặng lẽ…<
>Mang trái tim chờ đợi<
>Vẫn ngỡ ngàng<
>Cứ mộng mị mênh mang…<
>Đêm liêu trai<
>Mơ chi giấc thiên đàng<
>Đêm vắng lặng<
>Vần thơ khuya thêm mặn<
>trantuanTN@ Hạ rồi 2026",https://www.facebook.com/groups/486407735098594/,1,0
Thăm Lại Trường Xưa.,Trịnh Văn Cạnh,bảy chữ,,"Trở lại thăm trường giữa buổi trưa<
>Cây bàng trước cổng lá đung đưa<
>Còn đâu tà áo bay trong gió<
>Nghe vọng quanh đây tiếng mõ chùa.",https://www.facebook.com/groups/486407735098594/,4,0
Bình An,Francis Le,lục bát,,"Nắng rơi trên mái hiên nhà<
>Nghe cơn gió hát thật thà ngoài sân<
>Một đời người giữa phù vân<
>Đi qua giông bão mới cần bình yên<
>Ta từng chạy giữa bon chen<
>Mang theo mỏi mệt gọi tên cuộc đời<
>Nhiều khi nước mắt đầy vơi<
>Chỉ mong tìm lại nụ cười ngày xưa<
>Bình an là khi thức giấc<
>Thấy người mình thương vẫn còn bên mình<
>Ngoài kia đời lắm chông chênh<
>Trong tim còn giữ chân tình là vui<
>Bình an chẳng ở xa xôi<
>Là bữa cơm nhỏ, tiếng cười trẻ thơ<
>Là khi buông những hững hờ<
>Tâm không giông bão… đời như nhẹ hơn<
>Mai này tóc có bạc màu<
>Danh lợi rồi cũng qua cầu thời gian<
>Chỉ mong sau những hợp tan<
>Ta còn giữ được hai hàng yêu thương<
>Bình an như ánh nắng sớm<
>Soi qua năm tháng dịu dàng đời ta<
>Dẫu cho vấp ngã phong ba<
>Còn tim nhân hậu… vẫn là bình an…<
>Thơ Nhạc Lê Minh Thuận",https://www.facebook.com/groups/486407735098594/,1,0
Mười Năm Chờ Đợi.,Đồng Quê Nguyen Sơn,bảy chữ,,"bài 30<
>Thôi đi cứ để cho qua<
>Tự mình... An ủi...Xót xa...Tháng ngày<
>Nói ra anh cũng đâu hay<
>Mười năm... Chờ đợi... Tỏ bày Cùng ai<
>Tính ra cũng chín năm dài<
>Lại thêm mấy tháng giêng hai Qua rồi<
>Ba. Tư. Năm. cũng vừa trôi<
>Tám chờ chín đợi mười tôi mong hoài<
>Đêm đêm cửa đóng then cài<
>Chăn đơn... Gối chiếc Trải dài Cô Đơn<
>Biết ai Em giận Em hờn<
>Biết ai...Chia sẻ...Cô đơn Đêm trường<
>Năm lên đôi chín yêu đương<
>Mạ non hương tóc em thương anh rồi<
>Cho anh Tất cả Thì thôi<
>Nụ hôn nồng thắm đôi môi ngọt ngào<
>Cho anh Hôm nhẹ Má đào<
>Tặng anh Đôi mắt Khát khao Mặn mà<
>Cho anh vóc dáng ngọc ngà<
>Khuôn trăng Đầy đặn La đà khôn thôi<
>Sao anh Lỗi hẹn Tình Tôi<
>Tham giầu phụ khó lên ngôi xứ người<
>Lòng thì bạc bẽo miệng cười<
>Sao anh... Trở mặt Với người Yêu Anh<
>Bỏ em thao thức năm canh<
>Đơn côi Trăn trở đêm thanh nghĩ hoài<
>Thôi thì Hai ngả Chia hai<
>Mười Năm Chờ đợi Trải dài Đau thêm.",https://www.facebook.com/groups/486407735098594/,14,1
Chiều tà nghiêng bóng hàng cây,Nguyen Dung,thơ tự do,,"Hoàng hôn đẹp đến làm say lòng người<
>Mặt trời ngủ phía chân trời<
>Còn ta thức với một trời mộng mơ.<
>Bé mượn thơ nha<
>@nêu bật",https://www.facebook.com/groups/486407735098594/,6,0
Lời Dặn Con,Tuan Nguyen Van,thơ tự do,,"Con hãy nhớ!<
>Chờ làm người tự phụ<
>Chớ làm người hèn mọn ngu si!<
>Chớ làm người chỉ biết so bì<
>Tham tiền bạc cố giàu như kẻ khác!<
>Đừng làm kẻ huyênh hoang khoác lác<
>Hèn mọn kém tài lại cứ ra oai<
>Chớ làm kẻ mong giàu bằng bạc bài<
>Đặt tiền bạc lên trên tất cả<
>Chỉ vì tiền mà ngày đêm hối hả<
>Xoay xở lung tung tiền bạc đặt lên trên!<
>Cố gắng lên!<
>Con làm người bình thường<
>Nhưng kẻ khác<
>Phải ngước nhìn kính trọng!<
>Chẳng ước mong giàu sang danh vọng<
>Chẳng làm quan chẳng mơ ước cao sang!<
>Đừng buôn gian bán lận mơ màng<
>Làm hàng giả tiền nhiều nhưng thất đức!<
>Con hãy nhớ!<
>Từ bàn tay khối óc<
>Hay lam hay làm công<
>việc thật chăm<
>Gắng kiên trì suy nghĩ vượt khó khăn<
>Gắng tiết kiệm kinh doanh suy tính!<
>Biết nhẫn nhịn …!<
>Biết học hành chăm chỉ<
>Sẽ mở mang<
>Cuộc sống an nhàn<
>Bao niềm vui hạnh<
>phúc dâng tràn<
>Con khỏe cháu ngoan học hành chăm chỉ!<
>Một cuộc đời cố gắng không ngừng nghỉ<
>Rèn cho tâm lương thiện an yên<
>Rèn cho tâm sáng đẹp trước ưu phiền<
>Vẫn vui vẻ xây hoa đời mộng ước!",https://www.facebook.com/groups/486407735098594/,0,0
Thơ tự sự : Nỗi buồn biết tỏ cùng ai?,Sơn Dương,bảy chữ,,".EM ƠI LỬA TẮT BÌNH KHÔ RƯỢU.<
>Em ơi lửa tắt bình khô rượu<
>Bỗng thấy đời sao quá mịt mù?<
>Hoàng hôn bó gối buồn ủ rũ<
>Cảm thấy cuộc đời giống phù du<
>Lửa tắt tâm hồn quên thi phú<
>Bình khô cạn rượu lạnh âm u<
>Vần thơ lãng mạn vừa mới nhú<
>Phút chốc bay theo gió vụt vù<
>Không rượu trí tâm như bị lú<
>Linh hồn tựa chiếc lá mùa thu<
>Bài thơ chưa viết còn ấp ủ<
>Lởn vởn không ra dáng hình thù<
>Chỉ vì thiếu rượu quên hứng thú<
>Tâm trí của mình chẳng phải ngu<
>Thôi thì tạm biệt tìm giấc ngủ<
>Mai có đam mê lại viết bù<
>..QUÊN SẦU NHÂN THẾ..<
>Mặc cho thế sự cứ vần xoay<
>Mặc cho nạn kiếp bủa vây hoài<
>Cứ mặc cho dòng đời đưa đẩy<
>Ta buồn giải trí với men cay<
>Uống say quên hết bao khổ ải<
>Ngụp lặn thương đau diễn hàng ngày<
>Suy ngẫm chi nhân tình thế thái<
>Có biết cùng ai để tỏ bày?<
>Ta say thấy cảnh vật lung lay<
>Tâm trí hồn ta cũng lạc loài<
>Vẫn thấy chưa vơi hồn tê tái<
>Nỗi buồn biết chia sẻ cùng ai?<
>Cuộc đời đâu dễ gì trôi chảy.<
>Trắc trở truân chuyên lắm đọa đày<
>Thoải mái lúc nào hay lúc nấy<
>Khi nào nhắm mắt sẽ xuôi tay.<
>Sơn Dương",https://www.facebook.com/groups/486407735098594/,1,0
Mưa Xuân,Nguyễn Việt Lào,lục bát,,"Việt Lào<
>Xuân đang về đào khoe sắc thắm<
>Mưa bay bay như bụi phấn mờ<
>Ướt cánh mỏng bướm luồn kẽ lá<
>Hương xuân bay phảng phất hững hờ<
>Nhớ xuân xưa ai ngồi bên khung cửa<
>Ngước mắt nhìn mưa phảng phất bay<
>Cũng như thế hôm nay em có nhớ<
>Nụ hôn đầu... nóng hổi đến ngày nay",https://www.facebook.com/groups/486407735098594/,1,2
Tàn Hỏa,Nghĩa Võ,bảy chữ,,"Tình em như núi chơi vơi<
>Xa xăm lạnh lẽo giữa đời bi ai<
>Chênh vênh ôm giấc mộng dài<
>Chợt trong tỉnh giấc vẫn hoài nhớ anh<
>Xuân qua rồi hạ thu tàn<
>Vương vất lời hứa dở dang hôm nào<
>Khoảng trời say đắm bên nhau<
>Giờ như ngọn lửa úa màu tàn phai<
>THỦY TRIỀU<
>Tình anh như sóng xa bờ<
>Dập vào hồn mộng rồi vờ quay đi<
>Đêm về môi chạm thầm thì<
>Hôn xong để lại bờ mi ướt mèm<
>Biển lặng sóng vỗ êm đềm<
>Tình ai chắp vá đan xen hững hờ<
>Sóng gieo từng nỗi dại khờ<
>Để em ôm trọn giấc mơ chẳng thành<
>__TN__<
>ĐÁP<
>Rạng Đông<
>Nắng về lối nhỏ chìm sương trắng<
>Một dãy mây hường cuối rạng Đông<
>Hương hoa theo gió thơm mùi nắng<
>Cả cánh đồi hoang rực sắc hồng<
>Tàn nhật<
>Chim sa về tổ cá về hang<
>Nặng trĩu đồng son lúa ngã vàng<
>Có tấm khăn rằn mang màu khói<
>Len lỏi về thăm mái ngói làng<
>Chiếu hoa<
>""Tấm chiếu mây Anh đan từ Vụ trước<
>Nào là duyên, là nợ, là tình<
>Vợ ơi, giặt giũ mà giữ gìn<
>Để anh giữ nắng cho mình ra phơi ""<
>–VTN–",https://www.facebook.com/groups/486407735098594/,1,0
Nhịp Cầu,Binh Thuan Vo Nguyen,lục bát,,"NĂM XƯA<
>BTVN<
>Dòng đời vạn nẻo thênh thang<
>Người đi để lại cung đàn đứt dây<
>Trách chi một phiến mây gầy<
>Chở bao nhiêu nhớ lấp đầy khoảng không.<
>Gió về khẽ chạm tơ lòng<
>Âm xưa tưởng tắt vẫn vòng đâu đây<
>Mây trôi bạc cả tháng ngày<
>Mà sao nỗi nhớ còn dày hơn mưa.<
>Người xa khuất nẻo sương thưa<
>Bước chân bỏ lại chiều xưa úa màu<
>Ta gom từng mảnh hư hao<
>Khâu thành giấc mộng vá vào trời cao.<
>Thời gian khâu kín vết đau<
>Mưa thôi rơi ướt nhịp cầu năm xưa<
>Người đi như gió thoảng đưa<
>Ta còn giữ lại một mùa đã qua.",https://www.facebook.com/groups/486407735098594/,6,0
Mười Năm Chờ Đợi.,Đồng Quê Nguyen Sơn,bảy chữ,,"Bài 29<
>Mười năm em đã đợi chờ<
>Chập chờn giấc ngủ bơ vơ cô phòng<
>Mười hai bến nước long đong<
>Biết đâu bến đục Bến trong Thói đời<
>Anh đâu Có hiểu Anh ơi<
>Phận làm...Con gái Có thời Thôi Anh<
>Năm lên mười bẩy xuân xanh<
>Khuôn trăng đầy đặn yến anh nõn nà<
>Trắng như bông bưởi làn da<
>Tóc mềm như suối mượt mà như mơ<
>Mắt nai ngơ ngác ngây thơ<
>Lưng Ong...Thắt đáy Đôi bờ Vai Thon<
>Đồng tiền má núm xoe tròn<
>Nết na Thùy mị Em còn Trinh nguyên<
>Yêu anh Em đã trao duyên<
>Tưởng là Bến chẳng Rời thuyền Đi xa<
>Ai ngờ bão táp phong ba<
>Công Danh Phú Quý Xa hoa Thói Đời<
>Bỏ em chẳng nói một lời<
>Anh nuôi Hi vọng Phương trời Xa Xôi<
>Anh đi không lại thì thôi<
>Không lời...Giã biệt...Để tôi Yên Lòng<
>Hay là dứt khoát cho xong<
>Quên đi..Dĩ vãng Xóa dòng Thời gian<
>Mười năm chờ đợi gian nan<
>Cô Đơn Trăn trở than van Lặng thầm<
>Bặt tăm chẳng thấy dư âm<
>Mặc em Chờ đợi lặng câm cô phòng.",https://www.facebook.com/groups/486407735098594/,11,2
Tiếp tục những bài thơ về sông Lam,Tạ Thăng Hùng,bảy chữ,,"Ngược dòng sông Lam<
>Ta ngược đường, ngược nắng để yêu nhau”<
>Ta ngược dòng Lam nghe câu hò, điệu ví<
>Ta ngược thời gian về thời thơ dại ấy<
>Tìm lại mình trong câu hát mẹ ru<
>Ta ngược dòng Lam tìm chỗ hẹn ban đầu<
>Tìm lại lời yêu vương vương trên sóng<
>Những kỷ niệm ngọt ngào sâu lắng<
>Nhớ nhớ, thương thương, bên lở bên bồi<
>Ngày anh đi lấp lánh nước nghiêng trôi<
>Em đứng lặng nhìn phù sa nặng chảy<
>Gom thương nhớ chảy tràn đôi mắt ấy<
>Những giọt buồn rơi mãi xuống lòng tôi<
>Nay ngược dòng Lam náo nức, bồi hồi<
>Đi tìm lại một thời yêu đến thế<
>Sông Lam ơi, sông Lam ơi có thể<
>Mách giùm tôi em đang ở nơi nào?",https://www.facebook.com/groups/486407735098594/,3,1
Chiều Xưa.,Binh Tran,lục bát,,"Chiều xưa hai đứa tay đan tay<
>Gió thổi bềnh bồng tóc nhẹ bay<
>Góc phố cà phê trong say đắm<
>Thương anh từ ấy cho đến nay<
>CHIỀU NAY<
>Chiều nay trở lại miền xưa cũ<
>Phố vắng buồn tênh mưa lắc lay<
>Lỗi nhịp cùng đàn cơn lốc xoáy<
>Thương cho thuở ấy những tháng ngày<
>BÍNH TRẦN",https://www.facebook.com/groups/486407735098594/,10,0
Lời Tháng Hạ,Tuấn BE Trần,bảy chữ,,"Tháng tư về ánh nắng xa lời tha thiết<
>Ngọn lửa đời nuối tiếc trong tim ta<
>Cuộc sống xa bao say đắm xa hoa<
>Trời năm tháng, mang lời ca đã mất.<
>Gió mơn mang trao cho lòng ngây ngất<
>Tháng về về mang giọt mật yêu thương<
>Nghe vấn vương lời ca hát góc trường<
>Câu ngọt lạnh ru cành cây ghế đá..<
>TrantuanTN@2026",https://www.facebook.com/groups/486407735098594/,0,0
Thương,Nghĩa Võ,lục bát,,"Xin một chút bình yên ở lại<
>Để nắng hồng ôm lấy nét môi<
>Và trời xanh đong đầy đáy mắt<
>Dáng em cười thỏa lấp tim tôi<
>Xin một lần chạm tay thật khẽ<
>Nghe gió ru cây cỏ êm đềm<
>Để nỗi nhớ lấp đầy đêm tối<
>Hóa sao bay nơi đáy mắt em",https://www.facebook.com/groups/486407735098594/,4,0
Chào Tháng Năm,Hà Văn Vinh,bảy chữ,,"Tháng năm về vội vã trong vòng tay<
>Tháng năm về ""đêm chưa nằm đã sáng""<
>Hàng phượng vĩ khoẻ sắc màu đỏ thắm<
>Tháng năm về chia ly tuổi học trò<
>Bóng sân trường còn lại chỉ tiếng ve<
>Kêu ra rả nghe sao mà da diết<
>Đôi bạn trẻ nắm tay nhau thắm thiết<
>Áo trắng sân trường khóc buổi biệt ly<
>Lá nghiêng rơi hòa nhạc sống vào hè<
>Hoà vào lòng rạo rực vui khôn tả<
>Tháng năm về mùa dâng hoa rộn rã<
>Bao mênh mang, cứ nhè nhẹ dâng trào!<
>Cơn mưa rào bất chợt đến bên ta<
>Trang lưu bút làm hành trang từ giã<
>Dòng nước mát gột rửa những khờ dại<
>Chỉ còn lại với hai chữ hư vô.<
>Thơ và ảnh: Hà Văn Vinh",https://www.facebook.com/groups/486407735098594/,5,0
Gió Bụi Cuộc Đời,Francis Le,lục bát,,"Nếu có ngày ai ghé qua đời tôi<
>Thấy phòng im vắng giữa cuộc đời<
>Bao nhiêu mộng xưa đã xa rồi<
>Bao nhiêu người cũng đã đi rồi<
>Chỉ còn mình tôi với đơn côi<
>Tôi đã từng trải qua một phận người<
>Buồn,vui,mặn,ngọt cũng không rời<
>Nhưng đời tựa như cánh chim trời<
>Mãi Bay theo một giấc mơ xa vời<
>Mà lòng tôi trong những chơi vơi<
>Đêm nay ngồi nghe gió lạnh ngoài hiên<
>Nhìn đời mình trôi như khói sương nghiêng<
>Vai mang theo bao nỗi ưu phiền<
>Mà tim vẫn chưa thể ngủ yên<
>mang một chút nợ duyên muộn phiền<
>Đời tôi là những tháng ngày tha phương<
>Tìm một chút bình yên giữa trái ngang<
>Dẫu biết rằng cuộc đời có phũ phàng<
>Mà lòng vẫn còn giữ giấc mơ màng<
>Một lần được huy hoàng trong ta<
>Dẫu biết đời tôi lắm phong ba<
>Nhưng con tim luôn giữ chút thật thà<
>Tôi không giàu sang chẳng kiêu sa<
>Chỉ còn mang một trái tim đã già<
>Nhưng yêu thương còn mãi nở hoa<
>Ngày mai dù đi đến phương trời lạ<
>Cũng mang theo bao nhiêu thiết tha<
>Bao nhiêu người từng đi qua<
>Dù không chung một lối về quê xa<
>Vẫn là tất cả… của đời ta.<
>Thơ Nhạc Lê Minh Thuận",https://www.facebook.com/groups/486407735098594/,4,0
Nhìn Vào Trong Gương,Francis Le,bảy chữ,,"Gió đông về lay tim tôi<
>Phố xa còn bao mảnh đời<
>Những đứa trẻ không tiếng cười<
>Tôi quay đi… hay lặng nhìn?<
>Bao lâu rồi tôi vô tâm<
>Giữa cuộc đời quá âm thầm<
>Một câu hỏi cứ xoay vòng<
>Tôi là ai… trước nỗi đau?<
>Tôi nhìn vào người trong gương<
>Yêu cầu anh đổi con đường<
>Nếu muốn thế giới tốt hơn<
>Hãy bắt đầu từ chính mình<
>Không lời nào rõ hơn đâu<
>Đừng quay lưng, đừng cúi đầu<
>Chỉ cần ta đổi thay thôi<
>Thế giới sẽ khác đi rồi<
>Có những người không mái nhà<
>Giấc mơ tàn theo gió xa<
>Tim chai lì qua tháng ngày<
>Tôi có đang giả vờ không?<
>Đừng khép tim, đừng lặng im<
>Khi còn thời gian trong tay<
>Một bước thôi, từ hôm nay<
>Đứng lên và đổi thay<
>Tôi nhìn vào người trong gương<
>Chính là tôi, rất bình thường<
>Nhưng nếu dám sống khác đi<
>Sẽ làm đời sáng thêm lên<
>Na na na… đừng chờ nữa<
>Na na na… hãy thay đổi<
>Chỉ cần ta bắt đầu thôi<
>Ngay lúc này… từ chính tôi.<
>Thơ Nhạc Lê Minh Thuận",https://www.facebook.com/groups/486407735098594/,4,2
Sóng Tình,Ngô Dương Hải,lục bát,,"Nghe tiếng hạ trong từng cơn gió<
>Tiếng ve ngân, phượng đỏ chiều bay<
>Phượng vương vương những gót giầy<
>Trắng trời lơ đãng... cho mây bồng bềnh!<
>Vòm lá xanh nhẹ tênh đôi cánh<
>Bỗng ạt ào rồi tạnh trời quang<
>Lũ chim đôi cánh nhẹ nhàng<
>Nghiêng chao như thể cung đàn véo von!<
>Thu tất cả trong tròn xoe mắt<
>Cả khung trời đã đặt vào em<
>Nhẹ như cơn gió bên thềm<
>Mênh mang như thể mây trên núi ngàn!<
>Em cho tôi muộn màng say đắm<
>Để hạ này tay nắm bàn tay<
>Người đời rượu uống rượu say<
>Riêng tôi chẳng uống mà say tình nồng...!<
>Để hạ nay... nhớ lồng trong nhớ<
>Nắng hoa tràn lối mở vào tim<
>Sóng dâng đảo có thể chìm<
>Dâng niềm thương nhớ... anh tìm về em...!",https://www.facebook.com/groups/486407735098594/,4,0
Thơ tình buồn,Vũ Tiến Đức Đức,lục bát,,"Yêu anh nhớ sớm nhớ trưa<
>Sao anh tặng lại lũy thừa khổ đau<
>Yêu mà chẳng được bên nhau<
>Trời ơi liệu có kiếp sau không trời.",https://www.facebook.com/groups/486407735098594/,9,2
"Chúc cả nhà yêu thơ ngày cuối tuần vui vẻ, may mắn và hạnh phúc!",CHỮA LÀNH TÂM HỒN,lục bát,,"Trân trọng kính mời mọi người cùng nghe bài thơ:<
>TRÀNG AN - KHÚC THIÊN THU<
>Thuyền khua mái nhẹ giữa non ngàn,<
>Sương sớm nghiêng vai phủ Tràng An.<
>Nước biếc ôm trời xanh đến lặng,<
>Mây xa đậu núi trắng mơ màng",https://www.facebook.com/groups/486407735098594/,0,0
Lấy Chồng Công Tử,Binh Tran,bảy chữ,,"Chồng công tử có cũng như không<
>Chẳng biết gì đâu ruộng với đồng<
>Bỏ đũa ăn rồi cứ đi rông...<
>Từ mùa xuân hạ đến thu đông<
>Ngày hai buổi tôi ở trên đồng<
>Làm qua lại xoay<
>vần đổi công<
>Còn chồng quanh quẩn mấy chậu hồng<
>Rượu chè be béc hết cậy trông<
>BINH TRAN",https://www.facebook.com/groups/486407735098594/,31,8
Theo Chồng,Giang Vu,lục bát,,"Thuở xưa tay nắm cùng chung bước<
>Tựa đầu kề má ấm môi hôn<
>Môn đăng hộ đối chia đôi lứa<
>Hôn lễ vu qui đứt đoạn tình<
>Theo chồng cất bước về bên ấy<
>Kỷ niệm xưa cũ cố quên đi<
>Vòng tay ấm áp giờ băng giá<
>Chuyện tình dĩ vãng đống tàn tro.<
>Tái Bút<
>TG",https://www.facebook.com/groups/486407735098594/,1,0
Gói Tình Vào Hạ,Binh Thuan Vo Nguyen,bảy chữ,,"BTVN<
>Gói tình vào những phong thư<
>Gửi người phương ấy thực hư chẳng màng<
>Hạ đi để lại lá vàng<
>Hay là nỗi nhớ rộn ràng bước chân?<
>Bên thềm hoa phượng bâng khuâng<
>Đánh rơi kỷ niệm mấy tầng thời gian<
>Người về dệt mộng dở dang<
>Để ta gom nhặt muôn vàn vấn vương.<
>Mưa giăng mỏng mảnh bên đường<
>Tiếng rơi khe khẽ như dường gọi tên<
>Thư xưa chưa kịp ố hoen<
>Mà lòng đã nhuốm ưu phiền từ lâu.<
>Người đi qua những nhịp cầu<
>Mang theo cả một mùa sâu lặng thầm<
>Ta ngồi đếm giọt mưa râm<
>Ngỡ như đếm lại trăm năm lỡ làng.",https://www.facebook.com/groups/486407735098594/,3,0
Thưởng hoa,Nghĩa Võ,lục bát,,"Bách hoa tự bách mỹ nhân dung<
>Ái mỹ chi nhân thưởng thong dong<
>Tâm hàm tĩnh thủy tàng minh nguyệt<
>Bản thị bất phàm nhất phiến quang<
>–VTN–",https://www.facebook.com/groups/486407735098594/,3,0
Chào Tháng 4,Dương Hồ Xuân Sơn,bảy chữ,,"Tháng 4 về bên Phượng có râm ran<
>Báo hè đến Ve Sầu vang ngập lối<
>Cũng mùa yêu là mùa ai ngóng đợi<
>Lúc tan trường đan lối bước bên nhau<
>Tháng 4 về đôi lúc có mưa ngâu<
>Chợt đổ xuống giọt sầu nghe tí tách<
>Bấy nhiêu đó chưa đủ làm ngăn cách<
>Tuổi học trò tâm sạch mắt Như Sao<
>Tháng 4 về hoa phượng có đỏ au<
>Như mùa cũ tình đầu yêu và nhớ<
>Vẫn đôi lúc có giận hờn trăn trở<
>Rồi nụ cười xoá chẳng nỡ giận lâu<
>Tháng 4 về ai đó có tìm nhau<
>Tuổi đáng nhớ lúc Bạc Đầu hồi tưởng<
>Những tình yêu đẹp như Hoa Cẩm Chướng<
>Lúc ra trường mộng tưởng ghép tròn đôi<
>Tháng 4 về nụ cười có tươi môi<
>Đẹp như thể lúc còn hồi son trẻ<
>Thời học sinh một thời sao đẹp thế?<
>Để Xế Chiều, đâu thể dễ chi quên<
>Tháng 4 về mới sáng nắng đã lên<
>Kỷ niệm cũ cũng bồng bềnh theo gió<
>Ngôi trường xưa một thời nay còn đó<
>Những bóng hình Trò Nhỏ đã trôi đâu?<
>Tháng 4 về rồi cũng sẽ qua mau<
>Nhưng nỗi nhớ tình đầu đâu dễ lãng<
>Xin cảm ơn mùa phượng về rợp nắng<
>Dưới sân trường...<
>Sâu lắng... tiếng Ve Ngân...!!?",https://www.facebook.com/groups/486407735098594/,5,2
